ACCOUNTID,CUSTOMERID,ACCOUNTTYPE,ACCOUNTBALANCE,ACCOUNTSTATUS,INTERESTRATE,OPENINGDATE,LASTTRANSACTIONDATE
QGLQ44887297963177,2005,Savings account,2814694,Closed,6.98,YYYY-25-DD 09:25:SS,YYYY-39-DD 12:39:SS
HIYS83221372388409,1173,Certificate of deposit (CD),4040796,Frozen,8.38,YYYY-58-DD 17:58:SS,YYYY-18-DD 04:18:SS
VKXM44871960108122,1332,Savings account,4529645,Active,6.71,YYYY-02-DD 08:02:SS,YYYY-42-DD 18:42:SS
PGDY02480700990930,1688,Individual retirement arrangement (IRA),1652018,Closed,7.57,YYYY-59-DD 15:59:SS,YYYY-40-DD 03:40:SS
TBSI70682893104297,2327,Savings account,2327876,Active,9.8,YYYY-51-DD 07:51:SS,YYYY-31-DD 01:31:SS
QCBK50471994806108,1274,Brokerage account,2022544,Frozen,7.89,YYYY-45-DD 02:45:SS,YYYY-46-DD 04:46:SS
KUGQ73652079491408,1763,Brokerage account,2449168,Frozen,7.37,YYYY-59-DD 13:59:SS,YYYY-15-DD 09:15:SS
OIUT17866570851847,2290,Savings account,107898,Closed,7.6,YYYY-28-DD 17:28:SS,YYYY-01-DD 13:01:SS
NKKI66959069344286,1251,Individual retirement arrangement (IRA),3002829,Frozen,7.94,YYYY-14-DD 22:14:SS,YYYY-49-DD 09:49:SS
AJKG83736932430761,1253,Certificate of deposit (CD),1347463,Active,9.81,YYYY-06-DD 02:06:SS,YYYY-15-DD 04:15:SS
GAWR48570508673466,1629,Money market account,2029505,Active,8.93,YYYY-56-DD 13:56:SS,YYYY-33-DD 13:33:SS
BMWU46731018231026,1940,Checking account,3735922,Closed,5.89,YYYY-23-DD 18:23:SS,YYYY-14-DD 13:14:SS
YMOE64407447609647,1878,Money market account,2903187,Frozen,5.27,YYYY-07-DD 03:07:SS,YYYY-21-DD 04:21:SS
KAIC99461033203549,1430,Money market account,4723736,Closed,9.89,YYYY-26-DD 08:26:SS,YYYY-15-DD 18:15:SS
BCOQ24985176339115,2254,Checking account,1769166,Closed,9.87,YYYY-52-DD 19:52:SS,YYYY-26-DD 23:26:SS
BUBT54081825979292,1024,Money market account,1654877,Active,7.89,YYYY-02-DD 00:02:SS,YYYY-44-DD 16:44:SS
ZUSE58643535653721,1802,Certificate of deposit (CD),4851799,Active,7.54,YYYY-03-DD 09:03:SS,YYYY-55-DD 18:55:SS
NVER97729153612680,1261,Savings account,3646830,Active,5.26,YYYY-21-DD 19:21:SS,YYYY-56-DD 17:56:SS
CPQC79456849553601,1837,Certificate of deposit (CD),874670,Frozen,7.53,YYYY-50-DD 05:50:SS,YYYY-06-DD 00:06:SS
JFKG05920730050244,1755,Individual retirement arrangement (IRA),3063951,Closed,9.39,YYYY-57-DD 21:57:SS,YYYY-19-DD 17:19:SS
IHKY43119942586622,1163,Brokerage account,1723525,Frozen,5.39,YYYY-23-DD 18:23:SS,YYYY-52-DD 07:52:SS
MCEG79565095030250,2348,Certificate of deposit (CD),4192750,Active,8.99,YYYY-00-DD 13:00:SS,YYYY-50-DD 11:50:SS
CZOU72906349230004,2183,Brokerage account,1662294,Active,7.82,YYYY-10-DD 15:10:SS,YYYY-22-DD 08:22:SS
SNMR23065613059863,1045,Individual retirement arrangement (IRA),2706184,Closed,6.1,YYYY-20-DD 13:20:SS,YYYY-43-DD 03:43:SS
BQUG66647228957323,1726,Savings account,2276436,Active,5.33,YYYY-19-DD 21:19:SS,YYYY-52-DD 09:52:SS
UUJA28633971824326,1522,Savings account,702100,Closed,5.35,YYYY-18-DD 07:18:SS,YYYY-30-DD 23:30:SS
PXQV29633843488834,1475,Savings account,3489969,Closed,8.47,YYYY-43-DD 02:43:SS,YYYY-56-DD 20:56:SS
WQTJ03619339740743,1661,Checking account,3138868,Frozen,5.41,YYYY-56-DD 22:56:SS,YYYY-19-DD 22:19:SS
TPNR93301296274048,1157,Checking account,2547775,Frozen,6.62,YYYY-02-DD 04:02:SS,YYYY-11-DD 10:11:SS
JICK73294609346726,2456,Individual retirement arrangement (IRA),3625230,Frozen,5.77,YYYY-36-DD 09:36:SS,YYYY-26-DD 19:26:SS
OTBO93617623586636,1663,Money market account,1940787,Closed,7.52,YYYY-24-DD 08:24:SS,YYYY-49-DD 03:49:SS
EWLH22134631844628,1795,Individual retirement arrangement (IRA),2076612,Active,8.72,YYYY-46-DD 23:46:SS,YYYY-42-DD 04:42:SS
MELU06143688488025,1025,Checking account,1951898,Closed,8.5,YYYY-55-DD 00:55:SS,YYYY-51-DD 04:51:SS
SZTB81266106106282,1737,Savings account,971876,Closed,5.19,YYYY-57-DD 18:57:SS,YYYY-15-DD 06:15:SS
ZHXU60854786817050,1749,Brokerage account,2184366,Active,7.78,YYYY-12-DD 06:12:SS,YYYY-12-DD 20:12:SS
JCQE63821735380428,2184,Savings account,2591760,Frozen,9.75,YYYY-22-DD 12:22:SS,YYYY-15-DD 12:15:SS
LSHG90433163139279,1464,Checking account,4761342,Active,7.59,YYYY-25-DD 20:25:SS,YYYY-07-DD 23:07:SS
FRIX57868590239341,1458,Brokerage account,4335048,Closed,5.47,YYYY-57-DD 12:57:SS,YYYY-34-DD 13:34:SS
GOCA33417834975017,2098,Savings account,3789791,Active,6.72,YYYY-06-DD 14:06:SS,YYYY-04-DD 07:04:SS
FWKY60537089915019,1193,Money market account,1344126,Frozen,7.93,YYYY-03-DD 06:03:SS,YYYY-52-DD 16:52:SS
BHGD13478417011822,1219,Individual retirement arrangement (IRA),303857,Closed,8.47,YYYY-50-DD 02:50:SS,YYYY-45-DD 00:45:SS
LCRZ81435422759951,2307,Brokerage account,527381,Closed,7.2,YYYY-40-DD 19:40:SS,YYYY-47-DD 08:47:SS
DAGT77897086562718,1007,Money market account,2179973,Frozen,6.36,YYYY-25-DD 01:25:SS,YYYY-11-DD 08:11:SS
LDAD89973609216181,2263,Money market account,458498,Frozen,7.8,YYYY-57-DD 19:57:SS,YYYY-16-DD 00:16:SS
FTFR93099684200780,1644,Checking account,2589887,Closed,9.83,YYYY-13-DD 11:13:SS,YYYY-35-DD 20:35:SS
TBKA13175229955658,2420,Individual retirement arrangement (IRA),1607818,Frozen,9.96,YYYY-32-DD 09:32:SS,YYYY-28-DD 06:28:SS
ZQRR61240559367265,1510,Individual retirement arrangement (IRA),2307776,Frozen,9.88,YYYY-43-DD 15:43:SS,YYYY-01-DD 08:01:SS
JMQM28062717629531,1368,Certificate of deposit (CD),2781054,Frozen,5.99,YYYY-37-DD 10:37:SS,YYYY-10-DD 07:10:SS
DYWD71535574060440,2480,Individual retirement arrangement (IRA),2086165,Frozen,8.59,YYYY-05-DD 21:05:SS,YYYY-57-DD 11:57:SS
NKJW46761123338664,1568,Brokerage account,2053413,Closed,6.82,YYYY-07-DD 19:07:SS,YYYY-15-DD 02:15:SS
GAWS09304634968605,2098,Money market account,3206125,Frozen,8.3,YYYY-28-DD 20:28:SS,YYYY-22-DD 00:22:SS
RNDS44635291868775,1569,Checking account,788172,Active,7.7,YYYY-10-DD 11:10:SS,YYYY-35-DD 21:35:SS
XBWO93045963154034,2395,Certificate of deposit (CD),1329128,Closed,8.23,YYYY-46-DD 09:46:SS,YYYY-30-DD 06:30:SS
BGBY44690209232042,1788,Brokerage account,4331577,Frozen,7.31,YYYY-08-DD 07:08:SS,YYYY-53-DD 13:53:SS
AVRW20637814217601,2262,Individual retirement arrangement (IRA),1948366,Active,5.91,YYYY-28-DD 06:28:SS,YYYY-30-DD 02:30:SS
UTJU10000196316130,1713,Savings account,4298130,Active,5.26,YYYY-34-DD 05:34:SS,YYYY-58-DD 06:58:SS
VPFK92400710443239,1450,Certificate of deposit (CD),1275425,Closed,8.23,YYYY-39-DD 12:39:SS,YYYY-30-DD 18:30:SS
EGPD17496722357576,1948,Money market account,188225,Frozen,7.4,YYYY-08-DD 05:08:SS,YYYY-30-DD 16:30:SS
LDKG38842580831296,1559,Certificate of deposit (CD),846080,Frozen,8.7,YYYY-28-DD 12:28:SS,YYYY-00-DD 03:00:SS
CBUA40658308801104,1415,Savings account,4760414,Closed,9.99,YYYY-24-DD 09:24:SS,YYYY-36-DD 07:36:SS
MMHT24701086396621,1447,Checking account,4585397,Frozen,7.71,YYYY-10-DD 15:10:SS,YYYY-56-DD 06:56:SS
TAKP04090563678641,2478,Money market account,1003093,Closed,6.88,YYYY-19-DD 13:19:SS,YYYY-29-DD 10:29:SS
JIFZ56078826378313,2465,Individual retirement arrangement (IRA),331148,Closed,8.72,YYYY-30-DD 17:30:SS,YYYY-29-DD 05:29:SS
ITLS93338624746314,2372,Savings account,4138742,Closed,6.81,YYYY-31-DD 14:31:SS,YYYY-44-DD 11:44:SS
HOZC86737087933054,1453,Brokerage account,310346,Frozen,8.96,YYYY-52-DD 19:52:SS,YYYY-38-DD 08:38:SS
DFQV43325545652085,1954,Checking account,100493,Closed,5.21,YYYY-33-DD 08:33:SS,YYYY-52-DD 20:52:SS
EBCJ65842899468425,1146,Certificate of deposit (CD),1607288,Frozen,6.91,YYYY-20-DD 11:20:SS,YYYY-37-DD 15:37:SS
VBZC22168251539458,1731,Brokerage account,3091379,Closed,5,YYYY-18-DD 02:18:SS,YYYY-32-DD 03:32:SS
GXPY21072235423858,1585,Brokerage account,4523413,Closed,8.85,YYYY-36-DD 15:36:SS,YYYY-28-DD 05:28:SS
GUVN62715337176626,1563,Money market account,235270,Closed,6.7,YYYY-51-DD 17:51:SS,YYYY-45-DD 00:45:SS
FRDW33623768268309,1877,Individual retirement arrangement (IRA),2857662,Closed,6.14,YYYY-19-DD 13:19:SS,YYYY-49-DD 02:49:SS
GUFP30720777892423,1253,Certificate of deposit (CD),2522170,Closed,8.9,YYYY-43-DD 11:43:SS,YYYY-37-DD 05:37:SS
DDEN91470929658979,1112,Individual retirement arrangement (IRA),2018926,Active,7.31,YYYY-08-DD 09:08:SS,YYYY-04-DD 18:04:SS
ZWPS63125415580856,1174,Certificate of deposit (CD),2346851,Active,5.51,YYYY-29-DD 09:29:SS,YYYY-16-DD 09:16:SS
KYIX28104060023038,1369,Individual retirement arrangement (IRA),2738684,Closed,5.84,YYYY-21-DD 10:21:SS,YYYY-21-DD 10:21:SS
ZURW36191858689713,2033,Savings account,124866,Frozen,8.54,YYYY-56-DD 19:56:SS,YYYY-30-DD 07:30:SS
HCJU26256820257224,1342,Individual retirement arrangement (IRA),374220,Closed,5.21,YYYY-25-DD 20:25:SS,YYYY-09-DD 12:09:SS
GOPL66562663706622,1837,Certificate of deposit (CD),3602938,Active,5.64,YYYY-49-DD 11:49:SS,YYYY-15-DD 02:15:SS
TPNO09886597729184,1241,Money market account,3463490,Active,8.17,YYYY-34-DD 04:34:SS,YYYY-46-DD 21:46:SS
BLZB18342249074809,1398,Money market account,1022863,Closed,7.96,YYYY-20-DD 18:20:SS,YYYY-25-DD 10:25:SS
LJYD94884075271470,1836,Certificate of deposit (CD),1598438,Frozen,9.21,YYYY-58-DD 12:58:SS,YYYY-25-DD 08:25:SS
ASQS31709447822244,1842,Money market account,3879285,Active,8.9,YYYY-35-DD 21:35:SS,YYYY-46-DD 11:46:SS
ZMSQ76733034787124,1440,Brokerage account,3431575,Frozen,5.16,YYYY-29-DD 01:29:SS,YYYY-21-DD 17:21:SS
HSGK08065356060095,1761,Money market account,2469057,Active,7.13,YYYY-17-DD 06:17:SS,YYYY-03-DD 01:03:SS
EHYO58022948555038,1221,Checking account,2351257,Frozen,7.13,YYYY-02-DD 07:02:SS,YYYY-28-DD 04:28:SS
AADY24934160460968,1100,Certificate of deposit (CD),3690038,Frozen,6.5,YYYY-13-DD 10:13:SS,YYYY-48-DD 17:48:SS
QRBF74853822496114,1769,Checking account,224780,Frozen,7.4,YYYY-55-DD 17:55:SS,YYYY-53-DD 19:53:SS
UWGJ68389492322224,1516,Brokerage account,4922008,Closed,9.77,YYYY-49-DD 22:49:SS,YYYY-31-DD 03:31:SS
JDOY52487521261012,2413,Individual retirement arrangement (IRA),4438423,Closed,5.55,YYYY-29-DD 10:29:SS,YYYY-39-DD 12:39:SS
UILV80953289436995,1820,Checking account,1755629,Frozen,8.16,YYYY-44-DD 16:44:SS,YYYY-05-DD 17:05:SS
OUSQ90075910784635,2340,Savings account,3968059,Active,5.87,YYYY-20-DD 17:20:SS,YYYY-21-DD 14:21:SS
QDHP45228072261614,2372,Checking account,2191420,Closed,9.71,YYYY-01-DD 17:01:SS,YYYY-43-DD 19:43:SS
GCSX45815035242950,1785,Checking account,2110575,Closed,8.69,YYYY-29-DD 18:29:SS,YYYY-22-DD 18:22:SS
JNFT72488010701058,1734,Brokerage account,2965378,Closed,9.19,YYYY-42-DD 11:42:SS,YYYY-23-DD 07:23:SS
SMJX53948182125883,1509,Certificate of deposit (CD),1863108,Frozen,7.87,YYYY-47-DD 17:47:SS,YYYY-51-DD 23:51:SS
CJGQ30371670642169,2030,Checking account,4942637,Frozen,5.8,YYYY-37-DD 16:37:SS,YYYY-35-DD 07:35:SS
NRUE05081360697597,2071,Brokerage account,4198635,Frozen,9.47,YYYY-21-DD 10:21:SS,YYYY-40-DD 12:40:SS
BPML02722691747107,1594,Checking account,2927853,Closed,8.3,YYYY-22-DD 21:22:SS,YYYY-33-DD 20:33:SS
OINB56661381028051,1800,Savings account,3046967,Closed,9.48,YYYY-46-DD 19:46:SS,YYYY-52-DD 14:52:SS
BPIG85096606640957,1351,Individual retirement arrangement (IRA),2878012,Closed,7.76,YYYY-03-DD 06:03:SS,YYYY-50-DD 19:50:SS
KGQK31808302919389,1324,Certificate of deposit (CD),4176386,Active,7.76,YYYY-22-DD 22:22:SS,YYYY-23-DD 00:23:SS
JKCU01784213698495,1970,Money market account,1292511,Frozen,6.18,YYYY-50-DD 03:50:SS,YYYY-23-DD 05:23:SS
WHTN83872050457217,1269,Checking account,990168,Frozen,9.13,YYYY-00-DD 06:00:SS,YYYY-57-DD 21:57:SS
USND79640016819141,2288,Savings account,4965336,Active,8.97,YYYY-16-DD 04:16:SS,YYYY-16-DD 04:16:SS
VCFF77513633086427,1891,Certificate of deposit (CD),3168472,Active,8.89,YYYY-40-DD 05:40:SS,YYYY-41-DD 06:41:SS
MYIK49591899460308,2352,Individual retirement arrangement (IRA),3241021,Closed,9.68,YYYY-11-DD 20:11:SS,YYYY-01-DD 16:01:SS
YJQC48516314340702,1781,Checking account,4530843,Active,6.41,YYYY-23-DD 08:23:SS,YYYY-41-DD 01:41:SS
TBJX35319617249206,1869,Savings account,2489561,Closed,6.89,YYYY-28-DD 00:28:SS,YYYY-24-DD 13:24:SS
POMT71502413645394,1831,Checking account,123253,Active,7.38,YYYY-50-DD 21:50:SS,YYYY-17-DD 19:17:SS
RAKN38251346306793,2217,Checking account,4210257,Frozen,9.5,YYYY-45-DD 01:45:SS,YYYY-04-DD 11:04:SS
GSJB02407250725098,1866,Savings account,1167236,Closed,8.15,YYYY-23-DD 23:23:SS,YYYY-40-DD 15:40:SS
SLIY33217531603783,1779,Savings account,200073,Active,6.22,YYYY-56-DD 05:56:SS,YYYY-04-DD 05:04:SS
WTGO71142002070890,1398,Brokerage account,1407291,Frozen,9.29,YYYY-05-DD 12:05:SS,YYYY-33-DD 02:33:SS
EVAQ03193736258951,1026,Individual retirement arrangement (IRA),3094547,Frozen,8.19,YYYY-10-DD 18:10:SS,YYYY-14-DD 21:14:SS
YBRX84261833260590,1935,Money market account,204132,Closed,9.81,YYYY-57-DD 06:57:SS,YYYY-38-DD 08:38:SS
NUAG37896097844190,2412,Savings account,3587515,Active,6.78,YYYY-48-DD 05:48:SS,YYYY-05-DD 07:05:SS
XWCP98623530762947,1065,Individual retirement arrangement (IRA),3256317,Active,8.69,YYYY-26-DD 14:26:SS,YYYY-16-DD 09:16:SS
EMNH64582704362470,2090,Individual retirement arrangement (IRA),2279610,Frozen,8.82,YYYY-00-DD 14:00:SS,YYYY-05-DD 12:05:SS
DKCR21764593874157,2240,Brokerage account,3113420,Active,5.18,YYYY-58-DD 10:58:SS,YYYY-38-DD 16:38:SS
PAWA13281829182245,1137,Savings account,1377955,Closed,6.77,YYYY-36-DD 08:36:SS,YYYY-04-DD 00:04:SS
VWQJ71481084209072,2309,Savings account,3415861,Frozen,8.95,YYYY-58-DD 23:58:SS,YYYY-29-DD 09:29:SS
WCMQ27945740317120,2097,Money market account,4935450,Closed,5.79,YYYY-24-DD 06:24:SS,YYYY-39-DD 14:39:SS
ZQKI41554086307688,2452,Checking account,241979,Active,9.64,YYYY-51-DD 16:51:SS,YYYY-45-DD 12:45:SS
LMOH74768400388287,1658,Checking account,677628,Frozen,5.81,YYYY-16-DD 16:16:SS,YYYY-50-DD 08:50:SS
KBLN82378650161150,1431,Checking account,3384038,Frozen,8.31,YYYY-20-DD 16:20:SS,YYYY-11-DD 22:11:SS
OHRP41162004743274,2465,Checking account,3570723,Closed,7.32,YYYY-08-DD 12:08:SS,YYYY-54-DD 07:54:SS
HDRF07551803942987,1442,Money market account,287487,Closed,6.15,YYYY-33-DD 07:33:SS,YYYY-49-DD 21:49:SS
WWWX67656571329699,1762,Savings account,2540542,Frozen,9.92,YYYY-00-DD 06:00:SS,YYYY-34-DD 21:34:SS
AAYS18292977128791,2015,Certificate of deposit (CD),4241204,Active,5.45,YYYY-00-DD 03:00:SS,YYYY-02-DD 17:02:SS
MTSL29869500558112,1426,Money market account,1557638,Closed,8,YYYY-36-DD 12:36:SS,YYYY-02-DD 10:02:SS
WVTW78079132558424,2409,Savings account,4560365,Closed,9.58,YYYY-58-DD 18:58:SS,YYYY-05-DD 17:05:SS
KUEO95018643011006,1373,Money market account,2170277,Active,9.19,YYYY-29-DD 13:29:SS,YYYY-38-DD 21:38:SS
EIQB88137054424616,1618,Money market account,529490,Frozen,9.12,YYYY-25-DD 08:25:SS,YYYY-34-DD 20:34:SS
PIQE20177437184120,2367,Certificate of deposit (CD),877522,Closed,5.79,YYYY-52-DD 11:52:SS,YYYY-22-DD 07:22:SS
DVPE72202421413186,1195,Individual retirement arrangement (IRA),1174724,Closed,7.74,YYYY-56-DD 16:56:SS,YYYY-30-DD 19:30:SS
LOSN81309040620697,2051,Brokerage account,485963,Closed,6.72,YYYY-51-DD 06:51:SS,YYYY-13-DD 08:13:SS
FZOS54445429396199,1747,Certificate of deposit (CD),4855342,Closed,6.3,YYYY-00-DD 22:00:SS,YYYY-08-DD 03:08:SS
GYZI35314985024568,1016,Individual retirement arrangement (IRA),3380227,Active,8.11,YYYY-12-DD 06:12:SS,YYYY-06-DD 14:06:SS
MYRP98688446484759,2213,Certificate of deposit (CD),3888903,Frozen,5.17,YYYY-48-DD 02:48:SS,YYYY-56-DD 22:56:SS
YWJB14384170044679,1804,Certificate of deposit (CD),4093518,Active,8.98,YYYY-33-DD 10:33:SS,YYYY-34-DD 08:34:SS
UUOL84318369670089,1753,Certificate of deposit (CD),3641179,Closed,5.99,YYYY-57-DD 23:57:SS,YYYY-37-DD 16:37:SS
WVQC55530531753335,1525,Certificate of deposit (CD),4061051,Active,9.63,YYYY-20-DD 01:20:SS,YYYY-28-DD 06:28:SS
ENIC63574124903396,1926,Brokerage account,4341374,Frozen,8.87,YYYY-29-DD 01:29:SS,YYYY-04-DD 08:04:SS
NIFM13725257562076,1159,Money market account,3652891,Frozen,8.94,YYYY-37-DD 21:37:SS,YYYY-21-DD 10:21:SS
ZUOY37284593462877,1975,Brokerage account,2771955,Active,9.62,YYYY-35-DD 23:35:SS,YYYY-25-DD 15:25:SS
FBNW02326998064207,1842,Brokerage account,441753,Active,5.86,YYYY-40-DD 04:40:SS,YYYY-57-DD 13:57:SS
MJAG66560641145290,1712,Brokerage account,1561860,Frozen,7.2,YYYY-37-DD 16:37:SS,YYYY-12-DD 23:12:SS
LGCJ97818095021999,1265,Checking account,3901243,Frozen,6.1,YYYY-00-DD 05:00:SS,YYYY-17-DD 00:17:SS
ZPOU30315614277918,2385,Brokerage account,2336319,Frozen,6.17,YYYY-01-DD 17:01:SS,YYYY-39-DD 04:39:SS
FFFA86897726490913,1638,Certificate of deposit (CD),1259119,Active,6.21,YYYY-48-DD 15:48:SS,YYYY-38-DD 08:38:SS
RKKN07520128412615,1636,Savings account,1017920,Closed,7.61,YYYY-59-DD 22:59:SS,YYYY-53-DD 10:53:SS
RTIH79800023688480,2303,Savings account,735995,Closed,5.47,YYYY-02-DD 00:02:SS,YYYY-01-DD 19:01:SS
GPGC37008912724155,2487,Checking account,2945165,Frozen,8.3,YYYY-16-DD 03:16:SS,YYYY-38-DD 00:38:SS
JYIR12570890758009,1736,Certificate of deposit (CD),715159,Closed,6.99,YYYY-28-DD 21:28:SS,YYYY-27-DD 10:27:SS
VBSS54933796669953,1026,Money market account,2634966,Frozen,7.2,YYYY-01-DD 20:01:SS,YYYY-19-DD 00:19:SS
MBBJ64684333582853,1867,Individual retirement arrangement (IRA),408968,Active,7.4,YYYY-48-DD 01:48:SS,YYYY-40-DD 15:40:SS
ZQSM77275432971578,1378,Money market account,1067763,Frozen,8.36,YYYY-00-DD 04:00:SS,YYYY-40-DD 08:40:SS
IYNI62510596325222,2166,Certificate of deposit (CD),4725538,Closed,6.71,YYYY-45-DD 21:45:SS,YYYY-55-DD 04:55:SS
EYUN50468536984256,1044,Certificate of deposit (CD),1686222,Frozen,8.43,YYYY-46-DD 00:46:SS,YYYY-49-DD 09:49:SS
HSKH82830257650229,1987,Individual retirement arrangement (IRA),2410497,Frozen,6.14,YYYY-39-DD 13:39:SS,YYYY-54-DD 20:54:SS
WDFD78573594619141,1263,Money market account,3183176,Frozen,6.16,YYYY-16-DD 10:16:SS,YYYY-53-DD 08:53:SS
ZQIC63930840087605,1914,Individual retirement arrangement (IRA),4361787,Active,9.47,YYYY-02-DD 09:02:SS,YYYY-19-DD 11:19:SS
IGYS86147047427120,1073,Money market account,2612658,Frozen,8.9,YYYY-20-DD 18:20:SS,YYYY-36-DD 23:36:SS
BISS12448652882767,2426,Savings account,432026,Closed,5.1,YYYY-51-DD 16:51:SS,YYYY-42-DD 00:42:SS
EQKU56649920199137,1707,Money market account,1315939,Closed,7.23,YYYY-00-DD 15:00:SS,YYYY-10-DD 17:10:SS
JDLH65159544702439,1606,Money market account,652891,Active,9.73,YYYY-21-DD 17:21:SS,YYYY-26-DD 15:26:SS
YAOS81342235711388,2276,Certificate of deposit (CD),1406152,Closed,7.4,YYYY-38-DD 06:38:SS,YYYY-03-DD 23:03:SS
HJKL90381767535780,1208,Money market account,3137481,Active,9.5,YYYY-11-DD 05:11:SS,YYYY-52-DD 00:52:SS
RQTW65404223247956,2328,Savings account,1869202,Active,6.93,YYYY-23-DD 09:23:SS,YYYY-21-DD 13:21:SS
FKGL08452924948568,2442,Savings account,3935103,Frozen,7.22,YYYY-33-DD 21:33:SS,YYYY-43-DD 19:43:SS
HVOU89315360569058,2453,Certificate of deposit (CD),4428085,Frozen,5.72,YYYY-46-DD 00:46:SS,YYYY-13-DD 08:13:SS
VKAL34145995675698,1849,Checking account,815106,Frozen,6.42,YYYY-05-DD 09:05:SS,YYYY-38-DD 04:38:SS
PZXV72166832004753,2336,Checking account,3103931,Frozen,8.39,YYYY-07-DD 12:07:SS,YYYY-00-DD 06:00:SS
DDLG51450261043266,1260,Brokerage account,2873656,Frozen,5.52,YYYY-49-DD 11:49:SS,YYYY-01-DD 02:01:SS
UAEG55083123913034,1876,Money market account,2452110,Frozen,9.7,YYYY-15-DD 22:15:SS,YYYY-54-DD 03:54:SS
UOMT27025418851253,1572,Certificate of deposit (CD),3626943,Closed,6.22,YYYY-38-DD 02:38:SS,YYYY-02-DD 11:02:SS
DKZY39313199900090,2414,Savings account,682586,Closed,9.38,YYYY-11-DD 21:11:SS,YYYY-37-DD 02:37:SS
OZEM75430597703634,1661,Certificate of deposit (CD),447519,Active,9.7,YYYY-34-DD 16:34:SS,YYYY-59-DD 08:59:SS
QTMK74747654993155,1961,Certificate of deposit (CD),544735,Frozen,9.87,YYYY-00-DD 17:00:SS,YYYY-50-DD 11:50:SS
JGVN34035822679872,1829,Individual retirement arrangement (IRA),1613874,Frozen,6.85,YYYY-18-DD 07:18:SS,YYYY-09-DD 02:09:SS
EDTJ02688432692293,1957,Money market account,189461,Active,5.48,YYYY-55-DD 22:55:SS,YYYY-11-DD 07:11:SS
HDNL48342940866531,1634,Brokerage account,2867718,Frozen,7.83,YYYY-04-DD 02:04:SS,YYYY-54-DD 03:54:SS
YGMD92637405713486,1683,Savings account,4853758,Active,8.83,YYYY-16-DD 18:16:SS,YYYY-37-DD 04:37:SS
WOGD53664056917797,1435,Checking account,2109620,Frozen,7.61,YYYY-38-DD 07:38:SS,YYYY-20-DD 11:20:SS
XATX97669068008650,2211,Individual retirement arrangement (IRA),2061541,Active,9.72,YYYY-15-DD 03:15:SS,YYYY-34-DD 13:34:SS
RAQI22432335619279,2192,Money market account,561993,Frozen,7.44,YYYY-05-DD 19:05:SS,YYYY-26-DD 23:26:SS
FEDX47661712249672,1298,Individual retirement arrangement (IRA),3425172,Closed,5.5,YYYY-32-DD 22:32:SS,YYYY-25-DD 18:25:SS
OPAM33421118147366,1383,Savings account,1066554,Closed,7.17,YYYY-40-DD 12:40:SS,YYYY-45-DD 19:45:SS
UDNJ31325687741353,1891,Brokerage account,2581055,Closed,6.97,YYYY-22-DD 14:22:SS,YYYY-38-DD 04:38:SS
WIAT84425789986851,2059,Money market account,434114,Active,7.33,YYYY-34-DD 22:34:SS,YYYY-20-DD 12:20:SS
IUTR44223506778977,2413,Individual retirement arrangement (IRA),1415615,Active,9.8,YYYY-11-DD 00:11:SS,YYYY-25-DD 21:25:SS
XTSK84075973488192,1710,Individual retirement arrangement (IRA),3306456,Active,8.36,YYYY-59-DD 10:59:SS,YYYY-36-DD 19:36:SS
MEJB44050202147173,1737,Individual retirement arrangement (IRA),3055683,Frozen,9.78,YYYY-57-DD 12:57:SS,YYYY-11-DD 04:11:SS
BLVQ43228938361298,1584,Individual retirement arrangement (IRA),3073876,Active,8.86,YYYY-10-DD 01:10:SS,YYYY-13-DD 11:13:SS
QBSY72534714789315,1361,Individual retirement arrangement (IRA),1393148,Frozen,6.4,YYYY-58-DD 13:58:SS,YYYY-27-DD 23:27:SS
GLHR26376446108036,1016,Certificate of deposit (CD),2095312,Frozen,7.54,YYYY-42-DD 22:42:SS,YYYY-31-DD 11:31:SS
SJSF69823560834805,1632,Brokerage account,3767673,Active,7.25,YYYY-27-DD 17:27:SS,YYYY-34-DD 22:34:SS
QOUB42545732622906,2052,Savings account,690551,Frozen,5.94,YYYY-53-DD 12:53:SS,YYYY-51-DD 06:51:SS
IJQX77487116167285,1447,Brokerage account,4009181,Active,5.74,YYYY-44-DD 04:44:SS,YYYY-56-DD 23:56:SS
CBXL47950837352349,2301,Certificate of deposit (CD),806696,Closed,8.62,YYYY-23-DD 00:23:SS,YYYY-56-DD 15:56:SS
AQJW96458656513794,1642,Checking account,1277836,Closed,9.47,YYYY-29-DD 12:29:SS,YYYY-22-DD 23:22:SS
COHD74125322725955,2294,Money market account,3619047,Frozen,9.42,YYYY-58-DD 16:58:SS,YYYY-32-DD 22:32:SS
IPHH34051738856882,2143,Savings account,2309600,Active,9.26,YYYY-24-DD 22:24:SS,YYYY-39-DD 08:39:SS
QQJV75982064824046,2363,Brokerage account,3210735,Active,7.44,YYYY-22-DD 11:22:SS,YYYY-02-DD 00:02:SS
HVOA14562445897219,1003,Money market account,2637999,Active,9.3,YYYY-11-DD 22:11:SS,YYYY-06-DD 15:06:SS
JOAW43919133155925,2458,Savings account,2400515,Closed,9.62,YYYY-02-DD 21:02:SS,YYYY-49-DD 23:49:SS
TVNI91501320667066,1181,Certificate of deposit (CD),1939671,Closed,5.76,YYYY-06-DD 20:06:SS,YYYY-20-DD 20:20:SS
