INVESTMENTACCOUNTID,CUSTOMERID,ACCOUNTTYPE,INVESTMENTSTATUS,INVESTMENTSTARTDATE,INVESTMENTENDDATE,RETURNS,INVESTMENTPORTFOLIO
GOPW83072649966050,1714,Mutual Funds,Active,YYYY-25-DD 04:25:SS,YYYY-59-DD 15:59:SS,11.77,35697473
KPRN92062274882831,2017,Fixed Deposits,Closed,YYYY-02-DD 13:02:SS,YYYY-44-DD 13:44:SS,15.81,80909491
MTPE85390752835907,1072,Fixed Deposits,Closed,YYYY-52-DD 05:52:SS,YYYY-21-DD 03:21:SS,5.42,73403821
HRNL26374359260376,1727,Stocks,Active,YYYY-58-DD 07:58:SS,YYYY-34-DD 11:34:SS,14.57,13927387
PWBQ01558281993418,1435,Stocks,Active,YYYY-19-DD 13:19:SS,YYYY-19-DD 13:19:SS,5.22,06648749
REHQ02715749303521,1510,Fixed Deposits,Closed,YYYY-01-DD 02:01:SS,YYYY-00-DD 00:00:SS,18.17,61384385
SBQG28573349185952,1658,Fixed Deposits,Active,YYYY-01-DD 15:01:SS,YYYY-43-DD 20:43:SS,13.81,40827643
IQAH24496419020655,1991,Stocks,Closed,YYYY-13-DD 16:13:SS,YYYY-31-DD 00:31:SS,11.3,77154989
XGBQ01409670559001,2414,Mutual Funds,Active,YYYY-04-DD 18:04:SS,YYYY-12-DD 05:12:SS,6.76,25066180
SRNQ63187096061996,1403,Stocks,Active,YYYY-37-DD 01:37:SS,YYYY-37-DD 01:37:SS,11.34,19131993
TXWN29877609075903,1452,Mutual Funds,Active,YYYY-07-DD 18:07:SS,YYYY-40-DD 05:40:SS,8,16608580
CZLQ15362156476880,1816,Stocks,Closed,YYYY-01-DD 15:01:SS,YYYY-08-DD 07:08:SS,18,69116773
RQRN36293505577660,1894,Stocks,Closed,YYYY-05-DD 04:05:SS,YYYY-42-DD 21:42:SS,9,46695161
VYCT16189663828811,1300,Stocks,Closed,YYYY-06-DD 21:06:SS,YYYY-01-DD 11:01:SS,18.43,69212901
KOPA08333732891715,1441,Fixed Deposits,Active,YYYY-40-DD 23:40:SS,YYYY-15-DD 10:15:SS,15.73,83348556
DFUT91961198854675,2236,Mutual Funds,Active,YYYY-53-DD 09:53:SS,YYYY-07-DD 11:07:SS,9.13,69738166
ONKC50853281579076,1496,Mutual Funds,Closed,YYYY-10-DD 18:10:SS,YYYY-40-DD 13:40:SS,9.87,54526044
MYCA98879173117182,1402,Stocks,Closed,YYYY-14-DD 07:14:SS,YYYY-14-DD 07:14:SS,9.2,31995771
MTPI34474563336655,1123,Mutual Funds,Active,YYYY-46-DD 06:46:SS,YYYY-41-DD 02:41:SS,14.87,08055897
IJEQ54093762682396,2404,Mutual Funds,Closed,YYYY-36-DD 17:36:SS,YYYY-38-DD 19:38:SS,5.74,06386900
HIPY51676375532778,1529,Fixed Deposits,Active,YYYY-51-DD 07:51:SS,YYYY-12-DD 06:12:SS,7.67,31454285
RMSW88668428679429,2170,Stocks,Active,YYYY-34-DD 00:34:SS,YYYY-34-DD 00:34:SS,14.15,41487525
DQIK40089785503378,1937,Mutual Funds,Closed,YYYY-41-DD 10:41:SS,YYYY-58-DD 03:58:SS,6.82,16793088
OYYW71907687224782,1429,Mutual Funds,Active,YYYY-35-DD 10:35:SS,YYYY-12-DD 05:12:SS,17.47,80907442
OUST69758297825142,1637,Mutual Funds,Closed,YYYY-54-DD 21:54:SS,YYYY-30-DD 21:30:SS,5.47,14776519
IWAI73497174262223,2480,Fixed Deposits,Closed,YYYY-11-DD 23:11:SS,YYYY-11-DD 23:11:SS,7.89,92850422
OKHZ39844130414005,1221,Stocks,Closed,YYYY-14-DD 00:14:SS,YYYY-48-DD 22:48:SS,17.61,32744859
